,chromosome_metadata,strand,start_cr,stop_cr,start_term,stop_term,start_metadata,stop,n_terminus,id,in_frame,lcb_num,ref_lcb_start,ref_lcb_stop,ref_lcb_strand,query_lcb_start,query_lcb_stop,query_lcb_strand,length_ratio,start_reordered,start_reordered_flipped,strand_flipped,strain,locus,chromosome_prokka,gene,locus_tag,source,start_prokka,end
2034,1,1,537917.0,537967.0,538672.0,538690.0,537892.0,538689.0,537981.0,UMASS-DGI_9_opa_4,0.0,2.0,498367.0,1075139.0,1.0,459831.0,1040175.0,-1.0,0.9938450298443682,575948.0,997558.0,-1.0,UMASS-DGI_9,D,gnl|X|UMASS-DGI_9_1,piiC_4,UMASS-DGI_9_00561,prokka,538011.0,538689.0
2035,1,-1,613404.0,613457.0,612681.0,612699.0,612682.0,613482.0,613390.0,UMASS-DGI_9_opa_5,0.0,2.0,498367.0,1075139.0,1.0,459831.0,1040175.0,-1.0,0.9938450298443682,650277.0,923229.0,1.0,UMASS-DGI_9,C,gnl|X|UMASS-DGI_9_1,piiC_5,UMASS-DGI_9_00639,prokka,612682.0,613360.0
2036,1,1,1058221.0,1058266.0,1059001.0,1059019.0,1058196.0,1059018.0,1058280.0,UMASS-DGI_9_opa_6,1.0,6.0,1220131.0,1587724.0,1.0,1046252.0,1417050.0,1.0,0.9913564798084132,1231972.0,1231972.0,1.0,UMASS-DGI_9,F,gnl|X|UMASS-DGI_9_1,piiC_6,UMASS-DGI_9_01069,prokka,1058196.0,1059018.0
2037,1,-1,1257969.0,1258059.0,1257246.0,1257264.0,1257247.0,1258083.0,1257955.0,UMASS-DGI_9_opa_7,0.0,6.0,1220131.0,1587724.0,1.0,1046252.0,1417050.0,1.0,0.9913564798084132,1429302.0,1429302.0,-1.0,UMASS-DGI_9,G,gnl|X|UMASS-DGI_9_1,piiC_7,UMASS-DGI_9_01264,prokka,1257247.0,1257925.0
2038,1,1,1312157.0,1312197.0,1312902.0,1312920.0,1312132.0,1312919.0,1312211.0,UMASS-DGI_9_opa_8,0.0,6.0,1220131.0,1587724.0,1.0,1046252.0,1417050.0,1.0,0.9913564798084132,1483713.0,1483713.0,1.0,UMASS-DGI_9,H,gnl|X|UMASS-DGI_9_1,piiC_8,UMASS-DGI_9_01315,prokka,1312241.0,1312919.0
2039,1,1,1361616.0,1361686.0,1362391.0,1362409.0,1361593.0,1362408.0,1361700.0,UMASS-DGI_9_opa_9,0.0,6.0,1220131.0,1587724.0,1.0,1046252.0,1417050.0,1.0,0.9913564798084132,1532746.0,1532746.0,1.0,UMASS-DGI_9,I,gnl|X|UMASS-DGI_9_1,piiC_9,UMASS-DGI_9_01360,prokka,1361730.0,1362408.0
2040,1,-1,1840636.0,1840666.0,1839913.0,1839931.0,1839914.0,1840690.0,1840622.0,UMASS-DGI_9_opa_10,0.0,8.0,1602543.0,2155339.0,1.0,1610620.0,2162809.0,1.0,1.0010992613036478,1832089.0,1832089.0,-1.0,UMASS-DGI_9,J,gnl|X|UMASS-DGI_9_1,piiC_10,UMASS-DGI_9_01888,prokka,1839914.0,1840592.0
2041,1,-1,2048252.0,2048292.0,2047529.0,2047547.0,2047530.0,2048317.0,2048238.0,UMASS-DGI_9_opa_11,0.0,8.0,1602543.0,2155339.0,1.0,1610620.0,2162809.0,1.0,1.0010992613036478,2039933.0,2039933.0,-1.0,UMASS-DGI_9,K,gnl|X|UMASS-DGI_9_1,piiC_11,UMASS-DGI_9_02098,prokka,2047530.0,2048208.0
2042,NZ_CP145090.1,-1,70066.0,70136.0,69322.0,69340.0,69323.0,70161.0,70052.0,WHO_A_2024_opa_1,0.0,0.0,1.0,461294.0,1.0,1.0,461540.0,1.0,0.9994670006218326,69286.0,69286.0,-1.0,WHO_A_2024,A,gnl|X|WHO_A_2024_1,piiC_1,WHO_A_2024_00062,prokka,69323.0,70022.0
2043,NZ_CP145090.1,-1,75837.0,75952.0,75093.0,75111.0,75094.0,75977.0,75823.0,WHO_A_2024_opa_2,0.0,0.0,1.0,461294.0,1.0,1.0,461540.0,1.0,0.9994670006218326,75054.0,75054.0,-1.0,WHO_A_2024,B,gnl|X|WHO_A_2024_1,piiC_2,WHO_A_2024_00065,prokka,75094.0,75793.0
2044,NZ_CP145090.1,-1,500399.0,500449.0,499649.0,499667.0,499650.0,500474.0,500385.0,WHO_A_2024_opa_3,0.0,1.0,465044.0,1072645.0,1.0,462097.0,1165364.0,-1.0,0.8639691610725372,497489.0,1040200.0,1.0,WHO_A_2024,E,gnl|X|WHO_A_2024_1,piiC_3,WHO_A_2024_00521,prokka,499650.0,500355.0
2045,NZ_CP145090.1,1,538838.0,538873.0,539584.0,539602.0,538813.0,539601.0,538887.0,WHO_A_2024_opa_4,0.0,1.0,465044.0,1072645.0,1.0,462097.0,1165364.0,-1.0,0.8639691610725372,531324.0,1006365.0,-1.0,WHO_A_2024,D,gnl|X|WHO_A_2024_1,piiC_4,WHO_A_2024_00562,prokka,538917.0,539601.0
2046,NZ_CP145090.1,-1,646592.0,646647.0,645854.0,645872.0,645855.0,646672.0,646578.0,WHO_A_2024_opa_5,0.0,1.0,465044.0,1072645.0,1.0,462097.0,1165364.0,-1.0,0.8639691610725372,623805.0,913884.0,1.0,WHO_A_2024,C,gnl|X|WHO_A_2024_1,piiC_5,WHO_A_2024_00675,prokka,645855.0,646548.0
2047,NZ_CP145090.1,1,1303328.0,1303368.0,1304079.0,1304097.0,1303303.0,1304096.0,1303382.0,WHO_A_2024_opa_6,0.0,3.0,1108025.0,1601676.0,1.0,1179724.0,1711674.0,1.0,0.9280026318262996,1222707.0,1222707.0,1.0,WHO_A_2024,F,gnl|X|WHO_A_2024_1,piiC_6,WHO_A_2024_01336,prokka,1303412.0,1304096.0
2048,NZ_CP145090.1,-1,1506429.0,1506474.0,1505718.0,1505736.0,1505719.0,1506498.0,1506415.0,WHO_A_2024_opa_7,0.0,3.0,1108025.0,1601676.0,1.0,1179724.0,1711674.0,1.0,0.9280026318262996,1410549.0,1410549.0,-1.0,WHO_A_2024,G,gnl|X|WHO_A_2024_1,piiC_7,WHO_A_2024_01534,prokka,1505719.0,1506385.0
2049,NZ_CP145090.1,1,1591650.0,1591705.0,1592416.0,1592434.0,1591625.0,1592433.0,1591719.0,WHO_A_2024_opa_8,0.0,3.0,1108025.0,1601676.0,1.0,1179724.0,1711674.0,1.0,0.9280026318262996,1490270.0,1490270.0,1.0,WHO_A_2024,H,gnl|X|WHO_A_2024_1,piiC_8,WHO_A_2024_01621,prokka,1591749.0,1592433.0
2050,NZ_CP145090.1,1,1641184.0,1641214.0,1641907.0,1641925.0,1641161.0,1641924.0,1641228.0,WHO_A_2024_opa_9,0.0,3.0,1108025.0,1601676.0,1.0,1179724.0,1711674.0,1.0,0.9280026318262996,1536240.0,1536240.0,1.0,WHO_A_2024,I,gnl|X|WHO_A_2024_1,piiC_9,WHO_A_2024_01667,prokka,1641258.0,1641924.0
2051,NZ_CP145090.1,-1,1973383.0,1973458.0,1972654.0,1972672.0,1972655.0,1973482.0,1973369.0,WHO_A_2024_opa_10,0.0,4.0,1608678.0,2155339.0,1.0,1749710.0,2308463.0,1.0,0.9783589528825796,1826798.0,1826798.0,-1.0,WHO_A_2024,J,gnl|X|WHO_A_2024_1,piiC_10,WHO_A_2024_02035,prokka,1972655.0,1973339.0
2052,NZ_CP145090.1,-1,2181888.0,2181923.0,2181144.0,2181162.0,2181145.0,2181948.0,2181874.0,WHO_A_2024_opa_11,0.0,4.0,1608678.0,2155339.0,1.0,1749710.0,2308463.0,1.0,0.9783589528825796,2030776.0,2030776.0,-1.0,WHO_A_2024,K,gnl|X|WHO_A_2024_1,piiC_11,WHO_A_2024_02242,prokka,2181145.0,2181844.0
2053,NZ_CP145088.1,-1,75816.0,75901.0,75108.0,75126.0,75109.0,75926.0,75802.0,WHO_B_2024_opa_1,0.0,0.0,1.0,1069985.0,1.0,1.0,1133453.0,1.0,0.9440046865681124,70903.0,70903.0,-1.0,WHO_B_2024,A,gnl|X|WHO_B_2024_1,piiC_2,WHO_B_2024_00065,prokka,75109.0,75772.0
2054,NZ_CP145088.1,1,987085.0,987135.0,987837.0,987855.0,987060.0,987854.0,987149.0,WHO_B_2024_opa_2,0.0,0.0,1.0,1069985.0,1.0,1.0,1133453.0,1.0,0.9440046865681124,931789.0,931789.0,1.0,WHO_B_2024,C,gnl|X|WHO_B_2024_1,piiC_3,WHO_B_2024_01005,prokka,987179.0,987854.0
2055,NZ_CP145088.1,-1,1065031.0,1065106.0,1064296.0,1064314.0,1064297.0,1065131.0,1065017.0,WHO_B_2024_opa_3,1.0,0.0,1.0,1069985.0,1.0,1.0,1133453.0,1.0,0.9440046865681124,1004701.0,1004701.0,-1.0,WHO_B_2024,D,gnl|X|WHO_B_2024_1,piiC_4,WHO_B_2024_01088,prokka,1064297.0,1065131.0
2056,NZ_CP145088.1,1,1099768.0,1099838.0,1100543.0,1100561.0,1099743.0,1100560.0,1099852.0,WHO_B_2024_opa_4,0.0,0.0,1.0,1069985.0,1.0,1.0,1133453.0,1.0,0.9440046865681124,1038163.0,1038163.0,1.0,WHO_B_2024,E,gnl|X|WHO_B_2024_1,piiC_5,WHO_B_2024_01124,prokka,1100017.0,1100560.0
2057,NZ_CP145088.1,1,1272524.0,1272594.0,1273314.0,1273332.0,1272499.0,1273331.0,1272608.0,WHO_B_2024_opa_5,0.0,2.0,1109885.0,1596463.0,1.0,1150524.0,1639679.0,1.0,0.9947317312508304,1231217.0,1231217.0,1.0,WHO_B_2024,F,gnl|X|WHO_B_2024_1,piiC_6,WHO_B_2024_01307,prokka,1272638.0,1273331.0
2058,NZ_CP145088.1,-1,1472884.0,1472959.0,1472161.0,1472179.0,1472162.0,1472983.0,1472870.0,WHO_B_2024_opa_6,0.0,2.0,1109885.0,1596463.0,1.0,1150524.0,1639679.0,1.0,0.9947317312508304,1429829.0,1429829.0,-1.0,WHO_B_2024,G,gnl|X|WHO_B_2024_1,piiC_7,WHO_B_2024_01500,prokka,1472162.0,1472840.0
2059,NZ_CP145088.1,1,1526568.0,1526613.0,1527324.0,1527342.0,1526543.0,1527341.0,1526627.0,WHO_B_2024_opa_7,1.0,2.0,1109885.0,1596463.0,1.0,1150524.0,1639679.0,1.0,0.9947317312508304,1483923.0,1483923.0,1.0,WHO_B_2024,H,gnl|X|WHO_B_2024_1,piiC_8,WHO_B_2024_01552,prokka,1526543.0,1527341.0
2060,NZ_CP145088.1,1,1576056.0,1576091.0,1576772.0,1576790.0,1576031.0,1576789.0,1576105.0,WHO_B_2024_opa_8,0.0,2.0,1109885.0,1596463.0,1.0,1150524.0,1639679.0,1.0,0.9947317312508304,1533150.0,1533150.0,1.0,WHO_B_2024,I,gnl|X|WHO_B_2024_1,piiC_9,WHO_B_2024_01597,prokka,1576135.0,1576789.0
2061,NZ_CP145088.1,-1,1899197.0,1899242.0,1898447.0,1898465.0,1898448.0,1899266.0,1899183.0,WHO_B_2024_opa_9,0.0,3.0,1602906.0,2155339.0,1.0,1669332.0,2219659.0,1.0,1.003826815693215,1832899.0,1832899.0,-1.0,WHO_B_2024,J,gnl|X|WHO_B_2024_1,piiC_10,WHO_B_2024_01951,prokka,1898448.0,1899153.0
2062,NZ_CP145088.1,-1,2108257.0,2108282.0,2107519.0,2107537.0,2107520.0,2108307.0,2108243.0,WHO_B_2024_opa_10,0.0,3.0,1602906.0,2155339.0,1.0,1669332.0,2219659.0,1.0,1.003826815693215,2042771.0,2042771.0,-1.0,WHO_B_2024,K,gnl|X|WHO_B_2024_1,piiC_11,WHO_B_2024_02165,prokka,2107520.0,2108213.0
2063,NZ_CP145086.1,-1,70292.0,70352.0,69554.0,69572.0,69555.0,70377.0,70278.0,WHO_C_2024_opa_1,1.0,2.0,54757.0,460523.0,1.0,54160.0,460890.0,1.0,0.9976298773141888,70116.0,70116.0,-1.0,WHO_C_2024,A,gnl|X|WHO_C_2024_1,piiC_1,WHO_C_2024_00062,prokka,69555.0,70377.0
2064,NZ_CP145086.1,-1,76889.0,76934.0,76151.0,76169.0,76152.0,76958.0,76875.0,WHO_C_2024_opa_2,0.0,2.0,54757.0,460523.0,1.0,54160.0,460890.0,1.0,0.9976298773141888,76697.0,76697.0,-1.0,WHO_C_2024,B,gnl|X|WHO_C_2024_1,piiC_2,WHO_C_2024_00066,prokka,76152.0,76845.0
2065,NZ_CP145086.1,1,925232.0,925297.0,926008.0,926026.0,925206.0,926025.0,925311.0,WHO_C_2024_opa_3,1.0,4.0,468940.0,1065690.0,1.0,468692.0,1072573.0,1.0,0.9881913820769324,920063.0,920063.0,1.0,WHO_C_2024,C,gnl|X|WHO_C_2024_1,piiC_3,WHO_C_2024_00933,prokka,925206.0,926025.0
2066,NZ_CP145086.1,-1,1000778.0,1000838.0,1000043.0,1000061.0,1000044.0,1000863.0,1000764.0,WHO_C_2024_opa_4,1.0,4.0,468940.0,1065690.0,1.0,468692.0,1072573.0,1.0,0.9881913820769324,994017.0,994017.0,-1.0,WHO_C_2024,D,gnl|X|WHO_C_2024_1,piiC_4,WHO_C_2024_01011,prokka,1000044.0,1000863.0
2067,NZ_CP145086.1,1,1041269.0,1041369.0,1042074.0,1042092.0,1041244.0,1042091.0,1041383.0,WHO_C_2024_opa_5,0.0,4.0,468940.0,1065690.0,1.0,468692.0,1072573.0,1.0,0.9881913820769324,1034731.0,1034731.0,1.0,WHO_C_2024,E,gnl|X|WHO_C_2024_1,piiC_5,WHO_C_2024_01055,prokka,1041413.0,1042091.0
2068,NZ_CP145086.1,1,1215857.0,1215954.0,1216662.0,1216680.0,1215832.0,1216679.0,1215968.0,WHO_C_2024_opa_6,0.0,8.0,1109885.0,1482601.0,1.0,1093119.0,1469060.0,1.0,0.9914215262501296,1231545.0,1231545.0,1.0,WHO_C_2024,F,gnl|X|WHO_C_2024_1,piiC_6,WHO_C_2024_01239,prokka,1215998.0,1216679.0
2069,NZ_CP145086.1,-1,1415478.0,1415528.0,1414719.0,1414737.0,1414720.0,1415552.0,1415464.0,WHO_C_2024_opa_7,0.0,8.0,1109885.0,1482601.0,1.0,1093119.0,1469060.0,1.0,0.9914215262501296,1428727.0,1428727.0,-1.0,WHO_C_2024,G,gnl|X|WHO_C_2024_1,piiC_7,WHO_C_2024_01433,prokka,1414720.0,1415434.0
2070,NZ_CP145086.1,1,1469401.0,1469426.0,1470128.0,1470146.0,1469376.0,1470145.0,1469440.0,WHO_C_2024_opa_8,0.0,,,,,,,,,1469376.0,1469376.0,1.0,WHO_C_2024,H,gnl|X|WHO_C_2024_1,piiC_8,WHO_C_2024_01487,prokka,1469470.0,1470145.0
2071,NZ_CP145086.1,-1,1792786.0,1792871.0,1792063.0,1792081.0,1792064.0,1792895.0,1792772.0,WHO_C_2024_opa_9,1.0,11.0,1602997.0,1889418.0,1.0,1562566.0,1849914.0,1.0,0.9967739465734928,1831755.0,1831755.0,-1.0,WHO_C_2024,J,gnl|X|WHO_C_2024_1,piiC_9,WHO_C_2024_01845,prokka,1792064.0,1792895.0
2072,NZ_CP145086.1,-1,2001181.0,2001216.0,2000482.0,2000500.0,2000483.0,2001241.0,2001167.0,WHO_C_2024_opa_10,0.0,12.0,1891001.0,2037671.0,1.0,1851470.0,2000524.0,1.0,0.9840057965569524,2037631.0,2037631.0,-1.0,WHO_C_2024,K,gnl|X|WHO_C_2024_1,piiC_10,WHO_C_2024_02053,prokka,2000483.0,2001137.0
2073,NZ_CP145086.1,-1,2050380.0,2050415.0,2049660.0,2049678.0,2049661.0,2050440.0,2050366.0,WHO_C_2024_opa_11,0.0,9.0,1484168.0,1533035.0,1.0,2000813.0,2049674.0,-1.0,1.0001227973230185,1533022.0,1484181.0,1.0,WHO_C_2024,I,gnl|X|WHO_C_2024_1,piiC_11,WHO_C_2024_02099,prokka,2049661.0,2050336.0
2074,NZ_CP145083.1,-1,70726.0,70766.0,69994.0,70012.0,69995.0,70791.0,70712.0,WHO_D_2024_opa_1,0.0,0.0,1.0,465966.0,1.0,1.0,467261.0,1.0,0.9972285237341096,69801.0,69801.0,-1.0,WHO_D_2024,A,gnl|X|WHO_D_2024_1,piiC_1,WHO_D_2024_00062,prokka,69995.0,70682.0
2075,NZ_CP145083.1,-1,76212.0,76262.0,75468.0,75486.0,75469.0,76287.0,76198.0,WHO_D_2024_opa_2,0.0,0.0,1.0,465966.0,1.0,1.0,467261.0,1.0,0.9972285237341096,75260.0,75260.0,-1.0,WHO_D_2024,B,gnl|X|WHO_D_2024_1,piiC_2,WHO_D_2024_00065,prokka,75469.0,76168.0
2076,NZ_CP145083.1,-1,500159.0,500202.0,499418.0,499436.0,499419.0,500227.0,500145.0,WHO_D_2024_opa_3,0.0,1.0,471786.0,1066546.0,1.0,469029.0,1074703.0,-1.0,0.9819804053005412,501628.0,1036704.0,1.0,WHO_D_2024,E,gnl|X|WHO_D_2024_1,piiC_3,WHO_D_2024_00518,prokka,499419.0,500115.0
2077,NZ_CP145083.1,1,540909.0,540934.0,541669.0,541687.0,540884.0,541686.0,540948.0,WHO_D_2024_opa_4,0.0,1.0,471786.0,1066546.0,1.0,469029.0,1074703.0,-1.0,0.9819804053005412,542346.0,995986.0,-1.0,WHO_D_2024,D,gnl|X|WHO_D_2024_1,piiC_4,WHO_D_2024_00565,prokka,540978.0,541686.0
2078,NZ_CP145083.1,-1,618777.0,618792.0,618042.0,618060.0,618043.0,618817.0,618763.0,WHO_D_2024_opa_5,1.0,1.0,471786.0,1066546.0,1.0,469029.0,1074703.0,-1.0,0.9819804053005412,618115.0,920217.0,1.0,WHO_D_2024,C,gnl|X|WHO_D_2024_1,piiC_5,WHO_D_2024_00646,prokka,618043.0,618817.0
2079,NZ_CP145083.1,1,1220715.0,1220750.0,1221476.0,1221494.0,1220690.0,1221493.0,1220764.0,WHO_D_2024_opa_6,0.0,3.0,1109719.0,1595266.0,1.0,1098382.0,1584878.0,1.0,0.9980493159244884,1231788.0,1231788.0,1.0,WHO_D_2024,F,gnl|X|WHO_D_2024_1,piiC_6,WHO_D_2024_01253,prokka,1220794.0,1221493.0
2080,NZ_CP145083.1,-1,1420324.0,1420369.0,1419574.0,1419592.0,1419575.0,1420393.0,1420310.0,WHO_D_2024_opa_7,0.0,3.0,1109719.0,1595266.0,1.0,1098382.0,1584878.0,1.0,0.9980493159244884,1430285.0,1430285.0,-1.0,WHO_D_2024,G,gnl|X|WHO_D_2024_1,piiC_7,WHO_D_2024_01445,prokka,1419575.0,1420280.0
2081,NZ_CP145083.1,1,1473633.0,1473673.0,1474399.0,1474417.0,1473608.0,1474416.0,1473687.0,WHO_D_2024_opa_8,0.0,3.0,1109719.0,1595266.0,1.0,1098382.0,1584878.0,1.0,0.9980493159244884,1484213.0,1484213.0,1.0,WHO_D_2024,H,gnl|X|WHO_D_2024_1,piiC_8,WHO_D_2024_01499,prokka,1473717.0,1474416.0
2082,NZ_CP145083.1,1,1522669.0,1522719.0,1523418.0,1523436.0,1522646.0,1523435.0,1522733.0,WHO_D_2024_opa_9,1.0,3.0,1109719.0,1595266.0,1.0,1098382.0,1584878.0,1.0,0.9980493159244884,1533155.0,1533155.0,1.0,WHO_D_2024,I,gnl|X|WHO_D_2024_1,piiC_9,WHO_D_2024_01545,prokka,1522646.0,1523435.0
2083,NZ_CP145083.1,-1,1845635.0,1845710.0,1844876.0,1844894.0,1844877.0,1845734.0,1845621.0,WHO_D_2024_opa_10,0.0,4.0,1608679.0,2155339.0,1.0,1621661.0,2178180.0,1.0,0.9822845221816326,1827941.0,1827941.0,-1.0,WHO_D_2024,J,gnl|X|WHO_D_2024_1,piiC_10,WHO_D_2024_01902,prokka,1844877.0,1845591.0
2084,NZ_CP145083.1,-1,2055249.0,2055299.0,2054496.0,2054514.0,2054497.0,2055324.0,2055235.0,WHO_D_2024_opa_11,0.0,4.0,1608679.0,2155339.0,1.0,1621661.0,2178180.0,1.0,0.9822845221816326,2033847.0,2033847.0,-1.0,WHO_D_2024,K,gnl|X|WHO_D_2024_1,piiC_11,WHO_D_2024_02108,prokka,2054497.0,2055205.0
2085,NZ_CP145080.1,-1,71216.0,71241.0,70490.0,70508.0,70491.0,71266.0,71202.0,WHO_E_2024_opa_1,0.0,0.0,1.0,460620.0,1.0,1.0,463303.0,1.0,0.9942089608937584,70083.0,70083.0,-1.0,WHO_E_2024,A,gnl|X|WHO_E_2024_1,piiC_1,WHO_E_2024_00063,prokka,70491.0,71172.0
2086,NZ_CP145080.1,-1,76591.0,76631.0,75853.0,75871.0,75854.0,76656.0,76577.0,WHO_E_2024_opa_2,0.0,0.0,1.0,460620.0,1.0,1.0,463303.0,1.0,0.9942089608937584,75415.0,75415.0,-1.0,WHO_E_2024,B,gnl|X|WHO_E_2024_1,piiC_2,WHO_E_2024_00066,prokka,75854.0,76547.0
2087,NZ_CP145080.1,1,986563.0,986603.0,987314.0,987332.0,986538.0,987331.0,986617.0,WHO_E_2024_opa_3,0.0,2.0,469698.0,1066545.0,1.0,470536.0,1131840.0,1.0,0.902530454979858,935406.0,935406.0,1.0,WHO_E_2024,C,gnl|X|WHO_E_2024_1,piiC_3,WHO_E_2024_01006,prokka,986647.0,987331.0
2088,NZ_CP145080.1,-1,1064228.0,1064293.0,1063499.0,1063517.0,1063500.0,1064318.0,1064214.0,WHO_E_2024_opa_4,0.0,2.0,469698.0,1066545.0,1.0,470536.0,1131840.0,1.0,0.902530454979858,1004866.0,1004866.0,-1.0,WHO_E_2024,D,gnl|X|WHO_E_2024_1,piiC_4,WHO_E_2024_01089,prokka,1063500.0,1064184.0
2089,NZ_CP145080.1,1,1101408.0,1101496.0,1102219.0,1102237.0,1101383.0,1102236.0,1101510.0,WHO_E_2024_opa_5,0.0,2.0,469698.0,1066545.0,1.0,470536.0,1131840.0,1.0,0.902530454979858,1039057.0,1039057.0,1.0,WHO_E_2024,E,gnl|X|WHO_E_2024_1,piiC_5,WHO_E_2024_01129,prokka,1101540.0,1102236.0
2090,NZ_CP145080.1,1,1273753.0,1273803.0,1274517.0,1274535.0,1273728.0,1274534.0,1273817.0,WHO_E_2024_opa_6,0.0,5.0,1109879.0,1596470.0,1.0,1151496.0,1634905.0,1.0,1.0065824177870084,1232916.0,1232916.0,1.0,WHO_E_2024,F,gnl|X|WHO_E_2024_1,piiC_6,WHO_E_2024_01312,prokka,1273847.0,1274534.0
2091,NZ_CP145080.1,-1,1468179.0,1468199.0,1467423.0,1467441.0,1467424.0,1468223.0,1468165.0,WHO_E_2024_opa_7,0.0,5.0,1109879.0,1596470.0,1.0,1151496.0,1634905.0,1.0,1.0065824177870084,1427887.0,1427887.0,-1.0,WHO_E_2024,G,gnl|X|WHO_E_2024_1,piiC_7,WHO_E_2024_01501,prokka,1467424.0,1468228.0
2092,NZ_CP145080.1,1,1522501.0,1522551.0,1523283.0,1523301.0,1522476.0,1523300.0,1522565.0,WHO_E_2024_opa_8,0.0,5.0,1109879.0,1596470.0,1.0,1151496.0,1634905.0,1.0,1.0065824177870084,1483301.0,1483301.0,1.0,WHO_E_2024,H,gnl|X|WHO_E_2024_1,piiC_8,WHO_E_2024_01553,prokka,1522595.0,1523300.0
2093,NZ_CP145080.1,1,1572030.0,1572055.0,1572793.0,1572811.0,1572005.0,1572810.0,1572069.0,WHO_E_2024_opa_9,0.0,5.0,1109879.0,1596470.0,1.0,1151496.0,1634905.0,1.0,1.0065824177870084,1533156.0,1533156.0,1.0,WHO_E_2024,I,gnl|X|WHO_E_2024_1,piiC_9,WHO_E_2024_01598,prokka,1572099.0,1572810.0
2094,NZ_CP145080.1,-1,1894096.0,1894141.0,1893337.0,1893355.0,1893338.0,1894165.0,1894082.0,WHO_E_2024_opa_10,0.0,6.0,1602535.0,2155339.0,1.0,1663999.0,2213585.0,1.0,1.0058553165473647,1833217.0,1833217.0,-1.0,WHO_E_2024,J,gnl|X|WHO_E_2024_1,piiC_10,WHO_E_2024_01957,prokka,1893338.0,1894052.0
2095,NZ_CP145080.1,-1,2096148.0,2096188.0,2095410.0,2095428.0,2095411.0,2096213.0,2096134.0,WHO_E_2024_opa_11,0.0,6.0,1602535.0,2155339.0,1.0,1663999.0,2213585.0,1.0,1.0058553165473647,2036473.0,2036473.0,-1.0,WHO_E_2024,K,gnl|X|WHO_E_2024_1,piiC_11,WHO_E_2024_02160,prokka,2095411.0,2096104.0
2096,NZ_CP145052.1,-1,69402.0,69442.0,68658.0,68676.0,68659.0,69467.0,69388.0,WHO_F_2024_opa_1,0.0,0.0,1.0,461521.0,1.0,1.0,461885.0,1.0,0.9992119233400594,68605.0,68605.0,-1.0,WHO_F_2024,A,gnl|X|WHO_F_2024_1,piiC_1,WHO_F_2024_00062,prokka,68659.0,69358.0
2097,NZ_CP145052.1,-1,75555.0,75610.0,74823.0,74841.0,74824.0,75635.0,75541.0,WHO_F_2024_opa_2,0.0,0.0,1.0,461521.0,1.0,1.0,461885.0,1.0,0.9992119233400594,74765.0,74765.0,-1.0,WHO_F_2024,B,gnl|X|WHO_F_2024_1,piiC_2,WHO_F_2024_00066,prokka,74824.0,75511.0
2098,NZ_CP145052.1,1,985054.0,985104.0,985794.0,985812.0,985029.0,985811.0,985118.0,WHO_F_2024_opa_3,0.0,2.0,471787.0,1066543.0,1.0,471880.0,1164152.0,1.0,0.8591362932488964,912652.0,912652.0,1.0,WHO_F_2024,C,gnl|X|WHO_F_2024_1,piiC_3,WHO_F_2024_01014,prokka,985148.0,985811.0
2099,NZ_CP145052.1,-1,1092950.0,1092990.0,1092200.0,1092218.0,1092201.0,1093015.0,1092936.0,WHO_F_2024_opa_4,0.0,2.0,471787.0,1066543.0,1.0,471880.0,1164152.0,1.0,0.8591362932488964,1004727.0,1004727.0,-1.0,WHO_F_2024,D,gnl|X|WHO_F_2024_1,piiC_4,WHO_F_2024_01125,prokka,1092201.0,1092906.0
2100,NZ_CP145052.1,1,1133683.0,1133703.0,1134417.0,1134435.0,1133658.0,1134434.0,1133717.0,WHO_F_2024_opa_5,0.0,2.0,471787.0,1066543.0,1.0,471880.0,1164152.0,1.0,0.8591362932488964,1040344.0,1040344.0,1.0,WHO_F_2024,E,gnl|X|WHO_F_2024_1,piiC_5,WHO_F_2024_01171,prokka,1133747.0,1134434.0
2101,NZ_CP145052.1,1,1328256.0,1328281.0,1328986.0,1329004.0,1328231.0,1329003.0,1328295.0,WHO_F_2024_opa_6,0.0,4.0,1072724.0,2155339.0,1.0,1168592.0,2292467.0,1.0,0.9632877321766212,1226502.0,1226502.0,1.0,WHO_F_2024,F,gnl|X|WHO_F_2024_1,piiC_6,WHO_F_2024_01377,prokka,1328325.0,1329003.0
2102,NZ_CP145052.1,-1,1526668.0,1526778.0,1525936.0,1525954.0,1525937.0,1526802.0,1526654.0,WHO_F_2024_opa_7,0.0,4.0,1072724.0,2155339.0,1.0,1168592.0,2292467.0,1.0,0.9632877321766212,1416950.0,1416950.0,-1.0,WHO_F_2024,G,gnl|X|WHO_F_2024_1,piiC_7,WHO_F_2024_01572,prokka,1525937.0,1526624.0
2103,NZ_CP145052.1,1,1612632.0,1612672.0,1613386.0,1613404.0,1612607.0,1613403.0,1612686.0,WHO_F_2024_opa_8,0.0,4.0,1072724.0,2155339.0,1.0,1168592.0,2292467.0,1.0,0.9632877321766212,1500438.0,1500438.0,1.0,WHO_F_2024,H,gnl|X|WHO_F_2024_1,piiC_8,WHO_F_2024_01661,prokka,1612716.0,1613403.0
2104,NZ_CP145052.1,1,1662254.0,1662264.0,1662981.0,1662999.0,1662229.0,1662998.0,1662278.0,WHO_F_2024_opa_9,0.0,4.0,1072724.0,2155339.0,1.0,1168592.0,2292467.0,1.0,0.9632877321766212,1548238.0,1548238.0,1.0,WHO_F_2024,I,gnl|X|WHO_F_2024_1,piiC_9,WHO_F_2024_01706,prokka,1662308.0,1662998.0
